work_id,author_hash,category,str_work_id
115677,324e731f1fcfdb322164ad58d6a6bde6,1677,754     115677
733788,192051bd7add18e68470ad08840f0fd1,1642,7539    733788
298704,4eddbac1fba434801049831eb77f9178,1528,7538    298704
1908579,fdba112b8ccde367d9e64deab15a5886,506,7537   1908579
10811154,ebc3fb5d1b1f36f946e5cb1e128166f3,1213,7536  10811154
109897,5e4e4f3fff9f7f20e34e22360646e88a,1314,7535    109897
255574,d7aba208b659dac544b75fec44c1811e,704,7534    255574
1782715,0b6f5dd73d340aec9141d6750fdd5173,27,7533   1782715
10467306,2d11ce9a2b387964edc4b6a85f40d36f,680,7532  10467306
1079489,2b7759f5227af1937339f931aa2ff145,1684,7531   1079489
7560259,25cd4d153bdc758fcda6349457d9c5d8,125,7530   7560259
49590,8eb0ce0cacb3d305d082ca80f2ef22d0,1213,753      49590
13785057,cc1398c7820d3014f5de2f9105e3670b,1173,7529  13785057
11859762,b264b2b357c8bbd8675f7c69b871204f,1314,7528  11859762
2696753,4ba65827f148f6270c55d2fa763f155c,680,7527   2696753
8189273,7abe2bdd5d53ab93ab67dfd08f070031,360,7526   8189273
78809,0a3ef4d88db4bc525b7cc10681f994fc,1632,7525     78809
13384392,8be07371bdaf79fd16e533527923dcba,852,7524  13384392
2460680,ccb013d24d04d34332e6cd66a8a0bea4,1632,7523   2460680
7871080,4bbf13036799e264c6b5c7f98ca8a701,5,7522   7871080
2309870,769e721f24c941d45a9c15cc8d86a170,680,7521   2309870
1892136,e45688a6ad1686224582539c724dca36,385,7520   1892136
10110386,14a6c1f253f213b027f9f5487dc68982,683,752   10110386
13400592,9851850689c0c804a6dfd6fd73ed3fed,480,7519  13400592
799979,d99d390ecb48542037c00b9add9ff700,5,7518    799979
1945485,e45688a6ad1686224582539c724dca36,385,7517   1945485
1008488,ccb013d24d04d34332e6cd66a8a0bea4,1203,7516   1008488
93104,8c5f65bdc2b5e5d169a749de89143138,1477,7515     93104
14912816,d76567bb9ee32cfd46d303e4792ea81c,39,7514  14912816
9372233,2361269152da7395ac313d1d39520efd,421,7513   9372233
10878492,bb9891b2a9995276d217def656cf8b80,80,7512  10878492
920936,2db92a6a729610942bd8ab4f37d1d394,5,7511    920936
1022539,e1ce0b53c691ee39afb856b8a8add2e2,588,7510   1022539
2811557,137fa8319e74a7c8c433dffb96a0f3bc,364,751    2811557
14498949,5f5ecb2dacb8367cf9b1acd8bf46f3c6,133,7509  14498949
8216885,7abe2bdd5d53ab93ab67dfd08f070031,965,7508   8216885
300573,3b044ff4e5f201ab0ceb0406e16d2aec,609,7507    300573
145860,fbba373bda8fe3c2f54e0ddc9a71b93c,776,7506    145860
468655,8653ecf637975e5f9e92f68d6c3fc520,470,7505    468655
123249,cc02b92579dfaf3e49dc33968cd9642c,926,7504    123249
7268062,f089892bafb68653e1c1c91deca43b52,965,7503   7268062
305141,7a97e42ad7b1ca185d1efdd25dda47dc,571,7502    305141
10994826,71da2000f57a03acdc39d2b26bd635f2,926,7501  10994826
113204,1488e7c89978a805eb255ecb1a96c039,1314,7500    113204
11537790,2997006285ffa349d22ea04f1f02d1c1,643,750   11537790
327079,2c802958f2c4185b19358c47d636afe0,1314,75      327079
1615871,f43868a7e40125a492c7ed0839641e41,588,7499   1615871
10162880,14a6c1f253f213b027f9f5487dc68982,1230,7498  10162880
8844118,6ac3baaf886c6ef98f7b8d2725cd0201,704,7497   8844118
10178576,14a6c1f253f213b027f9f5487dc68982,236,7496  10178576
4906954,85b9d1732ed999461e58edac151f5b1a,1632,7495   4906954
1169510,5ed81125ff3f990bfb1e062a48b3df4d,1249,7494   1169510
5933218,538f8fb0d71ab5546cf02533aff37bad,737,7493   5933218
5930248,538f8fb0d71ab5546cf02533aff37bad,737,7492   5930248
10813236,ebc3fb5d1b1f36f946e5cb1e128166f3,1535,7491  10813236
4490574,5ba0684e952937abb41c7407e406a612,1048,7490   4490574
849986,e35337fdc3df2675e2a5a8de43253c24,1492,749     849986
10753179,b55f8a8922e63ac588285bc9f3f56c39,5,7489  10753179
824798,0756e67e59cf9dd3286d29c0b3add4c7,680,7488    824798
10061597,14a6c1f253f213b027f9f5487dc68982,1208,7487  10061597
10806402,ebc3fb5d1b1f36f946e5cb1e128166f3,586,7486  10806402
11786334,d55e589cbab9385487c031d7e6b84256,235,7485  11786334
5121464,794d5c6187b725d38f4ff5a455b369dd,362,7484   5121464
1904394,e45688a6ad1686224582539c724dca36,758,7483   1904394
4910059,85b9d1732ed999461e58edac151f5b1a,89,7482   4910059
1198101,0ea4479810b1b458f6593f759ceaed4c,1582,7481   1198101
2144058,fdba112b8ccde367d9e64deab15a5886,1264,7480   2144058
563700,34c09c9c0b59a96a3b4b805157aad14e,5,748     563700
78416,fbba373bda8fe3c2f54e0ddc9a71b93c,1314,7479     78416
299557,640e5cb0a5710230c25cde79ebadde2f,120,7478    299557
8838364,e03d59e479643e5d4f4ffd9e80a6dc20,1013,7477   8838364
12415329,4915b5bc2a3eff58e0ba6372af6351ee,601,7476  12415329
1167112,d405a1112091813e572f6b26ae6a0971,1339,7475   1167112
11632848,c561c47a2da0c1525bb8450e519ed020,771,7474  11632848
502089,8ca28af90e25c0051994e79e81be2d24,680,7473    502089
3442334,a690ea35fed388e6f04e11a108ece36b,985,7472   3442334
2582000,d0531f2c121c6ded4bb26d45155a4a4d,680,7471   2582000
543160,54c20df2c551e9cd503b9e82f4254124,1314,7470    543160
136078,536c168e8b59317d09cea3223d409058,424,747     136078
135771,f3cddd1e1a0cd03d4775926691fee427,469,7469    135771
12108984,388ea6a47282373b650f69ba7a54e821,1314,7468  12108984
862725,220ae66fdec1c717fe0bc1fb4a4c901c,1632,7467    862725
13049010,fa3402f049014222b631716d5195a52b,809,7466  13049010
13147188,7466294126b90df11996f4baa6d63a11,136,7465  13147188
499447,cb77fd085babce6cb0140a5b24965f64,520,7464    499447
4789712,c5d3182c1c4c623131434b22d361b3d2,1310,7463   4789712
10097006,4a3bd373a88bce1b4f9d938603abbcd8,90,7462  10097006
2591240,b8dc1bb34791f851c6a96320d7091b16,90,7461   2591240
5728357,b4cc0384b12ac1c48618185b458a3476,572,7460   5728357
8194973,7abe2bdd5d53ab93ab67dfd08f070031,360,746    8194973
461313,b40695cc44acb9e5a073a249493ec3e5,875,7459    461313
1113456,e35337fdc3df2675e2a5a8de43253c24,680,7458   1113456
7916218,2aeb49e78085378eaa3747d38cbc366a,1632,7457   7916218
704454,4921318a9b72ea39b1e84d91ba3584d2,1582,7456    704454
3541403,0b6f5dd73d340aec9141d6750fdd5173,893,7455   3541403
69052,942fe930066664bd4aca052fd0d04890,424,7454     69052
13791609,fa7662c1c8b088bd52981eda684d0b8b,532,7453  13791609
100126,ab3a41bb8837cc092cbb9ec5965da287,1562,7452    100126
8179784,e0aa2a6800be903888655a6e30d934e7,1001,7451   8179784
779457,8aa8c119fa29edaf882a3d8149bc8973,1237,7450    779457
10809450,ebc3fb5d1b1f36f946e5cb1e128166f3,643,745   10809450
163899,8025c08994b4d4bba02e3e7f74b0caf4,1719,7449    163899
309554,c543eb3035849a5489fb8f7c98abaad4,1122,7448    309554
10466637,d77278af701a676eaa453d007fe2e507,5,7447  10466637
14478099,bd07f838a3c95c82ba8af0be7f06c2a8,290,7446  14478099
8717809,e767a511ea044e3cee18d7b85dcd2fb8,99,7445   8717809
61033,ac1a93ffe14ac2cbe7e0ab0aa3ed08c6,293,7444     61033
7692502,3934451864c0ba5d1e35a7f3993f7223,321,7443   7692502
10808598,ebc3fb5d1b1f36f946e5cb1e128166f3,1012,7442  10808598
456431,0e67cd2afd44fc26a378b0b3a4c44bf6,664,7441    456431
221197,04f8230fad3b8cf22d98897afbf47cc8,1020,7440    221197
10352736,d09258b24d9245f0c023fa4c0f1c8ec5,833,744   10352736
10789299,ebc3fb5d1b1f36f946e5cb1e128166f3,631,7439  10789299
8777296,8dd6146d044e34b91c251b8258146895,388,7438   8777296
10847067,4e317363c433c70c2abf097bf5ac8efc,1020,7437  10847067
4429526,8ca28af90e25c0051994e79e81be2d24,1729,7436   4429526
821226,62806b19632e189451d6443a36a1fcb3,1442,7435    821226
9980879,14a6c1f253f213b027f9f5487dc68982,548,7434   9980879
5035576,34c09c9c0b59a96a3b4b805157aad14e,5,7433   5035576
201284,69fedfbb251bc9c8073f7efd55adaa38,424,7432    201284
303912,2d5ad1ad34a0e1a4043cb9028f82cb04,179,7431    303912
3456347,32e16290204ede079c55bd0ad63585e0,424,7430   3456347
8749351,cd34fab0b056ed7f4870f70e93cdf26d,1562,743    8749351
443950,fbba373bda8fe3c2f54e0ddc9a71b93c,1253,7429    443950
8584762,feaccc1f78aec4eac3650a14cb90ee86,1734,7428   8584762
434498,c53238c3009d1d023920d8fac2a8e159,1632,7427    434498
10190021,14a6c1f253f213b027f9f5487dc68982,1719,7426  10190021
8137376,fdba112b8ccde367d9e64deab15a5886,5,7425   8137376
385354,418780bd52e63495adb1a612657ef9ab,269,7424    385354
1002414,383c807b089db0e929c3726e7fa7d7c7,1618,7423   1002414
610555,0b40ce9fa3e36311c02659d64a656768,169,7422    610555
1014511,b908bc20afe02e34c965ebe3716b1149,942,7421   1014511
3222107,e433eaf05e0ac4e41bc4d60e16b587cf,484,7420   3222107
8206739,7abe2bdd5d53ab93ab67dfd08f070031,1632,742    8206739
12508812,4915b5bc2a3eff58e0ba6372af6351ee,832,7419  12508812
7792729,02fea7522aac2d40556c7172e322b63d,885,7418   7792729
14538645,8ce920bd23d81c1edb59d8ca1086e06b,1514,7417  14538645
12952212,67df2c89755f8e5071e6a52a82fbeac0,98,7416  12952212
489092,b033451788a63b777c0e20f4df770687,1354,7415    489092
1133568,a4a5513c6c8da3646e71228352ff8b58,514,7414   1133568
6683134,0e1080609a86e34075e72ec09d112040,1535,7413   6683134
10241987,8fcdae1a098e02f93e3e59716a9b6333,1732,7412  10241987
1837012,fdba112b8ccde367d9e64deab15a5886,1535,7411   1837012
294714,3b044ff4e5f201ab0ceb0406e16d2aec,5,7410    294714
7715527,e660250199b3dbdd003ed662991b0294,267,741    7715527
1665170,9b75d3fceb9316e86632b01525068c19,345,7409   1665170
8512846,4e722df3ce295980814adedbb21d26b6,222,7408   8512846
2052348,e45688a6ad1686224582539c724dca36,1679,7407   2052348
4531608,c35a57ccbf90fa3dd8222a0fa4de5aa2,363,7406   4531608
13320768,fe120748c4a194e7df2b3bfc4ec63f7d,90,7405  13320768
147125,f4e3c26726440c78bcc92638fc3c97bf,680,7404    147125
273210,b501540fe791de705c7cf205ef5a9ce7,632,7403    273210
288674,f4cc17a98781b87181d44b3529ca2150,463,7402    288674
1162241,f7b6443631bc1f0d3d2fec1dd2550b3a,484,7401   1162241
11946318,fa7662c1c8b088bd52981eda684d0b8b,765,7400  11946318
1044657,ca0fbd4db48cab6db7565a7e83757c86,1082,740    1044657
183399,da88a736af0fc595784937ca31d62503,169,74      183399
90392,454a45a9182af1aafbd118439da90d41,1002,7399     90392
12817599,8d371517f4173236b4c59ae63d03039b,301,7398  12817599
799990,d99d390ecb48542037c00b9add9ff700,5,7397    799990
1486522,616086423624389c7686b8b001c8b2b5,979,7396   1486522
11082687,93370ddb8a14fd7f732c34dcc70a9e9d,409,7395  11082687
14151957,fdba112b8ccde367d9e64deab15a5886,80,7394  14151957
4594299,769e721f24c941d45a9c15cc8d86a170,1082,7393   4594299
13088328,b0326bed27d1edfd536731b23140a3fc,708,7392  13088328
8623399,0e79241ff3d0b65fdcdd0cfea39ae40e,1310,7391   8623399
331181,63480b333c837777abc7bcfc69b27471,1339,7390    331181
222936,1488e7c89978a805eb255ecb1a96c039,208,739     222936
48704,6fdd4ad08e10c9fec9c357c0b3cc52d2,5,7389     48704
8337121,2b144e7290f9175b12327bd8549452c7,994,7388   8337121
3517694,4eddbac1fba434801049831eb77f9178,550,7387   3517694
7830340,398e81a5c85b5be4dca53994a0d5aaab,18,7386   7830340
841101,fbba373bda8fe3c2f54e0ddc9a71b93c,614,7385    841101
13729608,6f0aa599d60f5d947e7c5de047d112d3,463,7384  13729608
58304,d7f7fb864aef27cd27a6951649bcd5bf,322,7383     58304
8531686,2721aab5bc4e5d540a0c4e640b34e8f7,183,7382   8531686
475942,d2a9206078a16d91ab25464602567f5d,1013,7381    475942
126692,31ac70d6b8fca5296dc9458e0c5fb693,183,7380    126692
1139244,da2a68ebfcd1ebe967c94e54ec9051a6,832,738    1139244
12410127,4915b5bc2a3eff58e0ba6372af6351ee,236,7379  12410127
487081,462c47e8fa852818f178c6bb746bcd53,293,7378    487081
246294,0641e3948221815fdd49221c92cad9ac,481,7377    246294
347955,e03d59e479643e5d4f4ffd9e80a6dc20,147,7376    347955
4732838,383c807b089db0e929c3726e7fa7d7c7,44,7375   4732838
946480,9937e729280cfd44b03a0882b78cf844,1020,7374    946480
4211421,85eeab08884d9847abe6bb1c20cde96b,246,7373   4211421
436689,3c48ce0a581d3e15829e1972b5bc4e6c,1213,7372    436689
10807284,ebc3fb5d1b1f36f946e5cb1e128166f3,5,7371  10807284
7078036,8040b30bbdc24c18f4f65748fbc0e2e8,223,7370   7078036
12998730,0b0d7b028a614b7bbf8fb6cbda26a402,1582,737   12998730
13076037,57a0dc68b04f8722832f1d54b92e166d,616,7369  13076037
660506,a4a5513c6c8da3646e71228352ff8b58,605,7368    660506
9794342,c5fcb6e892dda9e47c9104e6a2216d77,852,7367   9794342
14709182,1295298137e6ab1df2677fb124db8b6a,1695,7366  14709182
3569822,69371ec7e181abe1a47b7922b0d32e8d,548,7365   3569822
511551,4a0b2cba7364afc318128df0fd9dd212,569,7364    511551
2029113,e45688a6ad1686224582539c724dca36,385,7363   2029113
2484077,518b6bd769b34a21bb255380a8ce6366,301,7362   2484077
1099345,c6576f31059bbc1ed8e2f783e9637833,44,7361   1099345
9985859,14a6c1f253f213b027f9f5487dc68982,1314,7360   9985859
6001741,97bfe98584fc091104e2b42a03ac29d4,232,736    6001741
12559296,ce1b7ef93f3cf1347e74c4f87c4592a1,1001,7359  12559296
10806774,ebc3fb5d1b1f36f946e5cb1e128166f3,235,7358  10806774
13818231,578bfe3585b2515278f2a786dd18aa6d,1153,7357  13818231
87213,4c4a218db8e569d153acc8a4533c4ed8,680,7356     87213
670664,d7aba208b659dac544b75fec44c1811e,948,7355    670664
4899481,e9ab76cde89ddf0630857cc128351e05,1677,7354   4899481
646853,c3b563a99ffe1fada8789263679afac9,680,7353    646853
138255,607cccef83eb2f63152a87fd440e4e17,568,7352    138255
10033415,14a6c1f253f213b027f9f5487dc68982,1719,7351  10033415
10066400,14a6c1f253f213b027f9f5487dc68982,863,7350  10066400
5598994,022a985992ee6fcb4f557574e57fc1be,914,735    5598994
9552020,8affa4f36d36eb94e1239f9ac6bb0b6c,244,7349   9552020
9674498,a541a4fef07808dfaf2f7e387a6e5fac,1268,7348   9674498
136122,536c168e8b59317d09cea3223d409058,994,7347    136122
8002684,bb86cc887197d953831c504bd35425e5,852,7346   8002684
263942,d9528c2c3d4b9ee9e9e2c712d9b67a07,680,7345    263942
864147,9dcb3754e7a6637045fc9e7da84d8af4,1677,7344    864147
93110,8c5f65bdc2b5e5d169a749de89143138,1562,7343     93110
1007156,a1af4211a347f584c01fd572490f4cd0,1562,7342   1007156
1823266,fdba112b8ccde367d9e64deab15a5886,1562,7341   1823266
11955210,1edddf026fe3a46afa9b174d4d91a577,720,7340  11955210
10588869,87a7c8cf8bf274cfcd18e90b3bde123f,28,734   10588869
565629,6137ffc4892841e58eaa86bbdd7dc68a,1264,7339    565629
10161032,14a6c1f253f213b027f9f5487dc68982,337,7338  10161032
4516926,36764a0225c0f33af0067f273fbf1488,514,7337   4516926
745971,f0d259059a775ecad8932f73a5c77742,572,7336    745971
47409,533845f66cda03d58c84d9518bc0e9d6,217,7335     47409
14539947,630e976754c9c65bdafbdf6387b1e35e,1082,7334  14539947
8892007,4ec18a2c501abebdb1e16083bfd80dd9,137,7333   8892007
479348,6d1d03657f19e7e601171bed876eca7f,638,7332    479348
326001,10101b57fbcd6b8616ebe627b76c8292,881,7331    326001
533690,314a6a567bde3191c66bb42ec07665eb,1056,7330    533690
2338511,ccb013d24d04d34332e6cd66a8a0bea4,720,733    2338511
3315026,c4bbad16fad91b5dae9b5458acbdc964,1535,7329   3315026
9276452,03c1bcf13b04184ff211ff693e9f8dff,421,7328   9276452
10049804,14a6c1f253f213b027f9f5487dc68982,147,7327  10049804
243925,3ea688f9ec7d4b4459d68331e5cad7af,1350,7326    243925
8203309,7abe2bdd5d53ab93ab67dfd08f070031,344,7325   8203309
6859618,033b27db4f7999ce3fd6010bc1abc7c6,94,7324   6859618
11373954,d55e589cbab9385487c031d7e6b84256,235,7323  11373954
204259,04f8230fad3b8cf22d98897afbf47cc8,1535,7322    204259
11817963,8793a65582bfd5726039be1acad58f8d,1460,7321  11817963
6643111,e70375aca43daf5c14d9e3acd3a76592,5,7320   6643111
75318,52bc99d5390cae1d4097906abde0560e,674,732      75318
6999613,e2739854d164a91bd6307578d2158002,531,7319   6999613
10443498,8fcdae1a098e02f93e3e59716a9b6333,392,7318  10443498
28344,ca28d72d3bfe70429363827244bb6d81,933,7317     28344
13720572,4d5c2ed4c40a46c7fed45a3d6bb94f56,188,7316  13720572
11530824,2a95dbcf8bc57eec264254689cbf51c0,939,7315  11530824
12783132,be8d188cd50e9c2557edcee5de35fe53,5,7314  12783132
188435,69756f3cd326cb18036b1cb8f8e9f77f,76,7313    188435
967089,fdba112b8ccde367d9e64deab15a5886,595,7312    967089
908460,4595f365f85530e29719b2c24b55f324,514,7311    908460
12304875,e701de64988a61a7d4f7f91ab74026b1,185,7310  12304875
12498768,7e045551834ea255ee5d76665f632fa6,843,731   12498768
14047305,c3852382c6502ed1e5eaf0dc26fd5de7,5,7309  14047305
10049999,14a6c1f253f213b027f9f5487dc68982,208,7308  10049999
9945266,76bc2fe2202f4ea3b9262c5719e61046,1719,7307   9945266
163053,666716b10c2c66bd2e7167f5a9a83b0c,1415,7306    163053
1180775,dcfd07408702b63d98ec8fd578c7d0c8,58,7305   1180775
8337526,60bf81f996e949ebfb43bbb8ae288e64,1732,7304   8337526
678561,e2cd6be4b030a52d7a18326e3298053a,666,7303    678561
1426999,a880aa4c54ab3284076beb7c4d42303c,136,7302   1426999
1440376,bf0a277fd05823cfbb178fe7be567e7c,303,7301   1440376
10785264,ebc3fb5d1b1f36f946e5cb1e128166f3,1310,7300  10785264
121471,31ac70d6b8fca5296dc9458e0c5fb693,1281,730     121471
6855,3a453266e62b2da698b4e12fe1707964,76,73        6855
397585,0315b17398f9e5158dc91af511fa8a60,548,7299    397585
10685058,594e8b6bdf6ddd2e2686a2082e8ef249,286,7298  10685058
1984794,6dc59b243a9ee8ff2b9a745190d0ce13,264,7297   1984794
927482,2fa962f406e371d7102efd437ea6a698,1153,7296    927482
10787106,ebc3fb5d1b1f36f946e5cb1e128166f3,1105,7295  10787106
1165277,dde363834392a58d297622aa086ba0b1,722,7294   1165277
11612022,09a0fd5feeddd053be3daeed259e9887,1354,7293  11612022
5404613,f4a36994ed1e003ec67444b9373e962c,223,7292   5404613
6089668,8dd6146d044e34b91c251b8258146895,1213,7291   6089668
13732566,fca2e69338db6642ff6445efb0af0929,249,7290  13732566
8218075,7abe2bdd5d53ab93ab67dfd08f070031,701,729    8218075
5506985,518b6bd769b34a21bb255380a8ce6366,160,7289   5506985
488576,7ba1c9280aaab24ef69759a271f2e9e4,151,7288    488576
5234405,e436daf244b083fe011eb56cc4e20c70,707,7287   5234405
1027092,769128d8019592d87f9d0474e8f1f178,5,7286   1027092
1065511,fdba112b8ccde367d9e64deab15a5886,203,7285   1065511
13913979,4915b5bc2a3eff58e0ba6372af6351ee,5,7284  13913979
13515765,578bfe3585b2515278f2a786dd18aa6d,267,7283  13515765
13718211,cb07c71c89870f92364fdd647c6d972d,1356,7282  13718211
6499114,e45688a6ad1686224582539c724dca36,1719,7281   6499114
82231,f53b4fc6b6f3db63dd65b34156094a8a,295,7280     82231
1658390,3c810e8df62450eec51d3a26b60a7aee,5,728    1658390
2051508,c5f59833781caf2c6269c15974ae9760,454,7279   2051508
3978208,140fe0d0b9f76e07b31755412afc6155,5,7278   3978208
9440975,838fb6c2ab0e73cb2d29ec48c9f1eddb,235,7277   9440975
7890646,4bbf13036799e264c6b5c7f98ca8a701,408,7276   7890646
2407025,9d9cc1c3fe74c4df2d5d4233c46b440e,58,7275   2407025
246136,32e16290204ede079c55bd0ad63585e0,208,7274    246136
8214715,7abe2bdd5d53ab93ab67dfd08f070031,481,7273   8214715
1946370,e45688a6ad1686224582539c724dca36,385,7272   1946370
1809700,1e565e79e106807bc0d1154c546839ec,70,7271   1809700
10228298,b5aab7ce961f02671058583fd9bd1a97,662,7270  10228298
10814589,ebc3fb5d1b1f36f946e5cb1e128166f3,680,727   10814589
595121,3d56f813198911ff38e5139c9a18afb1,618,7269    595121
1126549,cb5d480c972f64a8d3ed65cc91858e2c,592,7268   1126549
526062,b42370eba243aeda67e73b97bee69906,437,7267    526062
10900503,4ce3cbea3c69eedb3558ac6fb4976ee8,13,7266  10900503
4047568,1df39fd994108ac03d04f4018a34cecd,1084,7265   4047568
504406,fc783c2f6a43023754106277309411f2,680,7264    504406
5343128,ff73a2da8eb3f82d890e304ad540041a,288,7263   5343128
12413373,4915b5bc2a3eff58e0ba6372af6351ee,680,7262  12413373
1247,b2627cc09ce491e2e4cc5002348175ae,262,7261      1247
437974,ff1afc499fdcbf91abfa6258312c9619,339,7260    437974
4425050,099263e86c8a2a756054f5deac5e033a,1559,726    4425050
14665260,440e9a249097b4ef39f44b8caf84ea8c,1734,7259  14665260
9639563,0b6f5dd73d340aec9141d6750fdd5173,1213,7258   9639563
20490,d1652c806c83cc803fc39978c80b3958,1144,7257     20490
61154,ac1a93ffe14ac2cbe7e0ab0aa3ed08c6,146,7256     61154
10493682,80615d5235f9e3ae69804bfd6913b8f3,783,7255  10493682
331237,7bc33f0d920c7dca4109f878bc0bd9b0,1028,7254    331237
13910253,4915b5bc2a3eff58e0ba6372af6351ee,5,7253  13910253
305155,7a97e42ad7b1ca185d1efdd25dda47dc,965,7252    305155
1119225,fbba373bda8fe3c2f54e0ddc9a71b93c,1268,7251   1119225
9625760,f74ef39a9a20c2096c74456fa18d1390,1009,7250   9625760
7240072,bb86cc887197d953831c504bd35425e5,232,725    7240072
410930,2e5384748019a1830846ae075f3ec4b0,729,7249    410930
12150870,a82b1ca102e8814e3d47cdbe11a33633,293,7248  12150870
2418128,7babd036dfee797b38f2b8ff9c9e4235,213,7247   2418128
535142,383c807b089db0e929c3726e7fa7d7c7,1392,7246    535142
187882,69756f3cd326cb18036b1cb8f8e9f77f,722,7245    187882
11923179,81eae1d54d265201ab25a73b9166d9eb,1001,7244  11923179
1134826,a4a5513c6c8da3646e71228352ff8b58,251,7243   1134826
2162088,2d0052d3da773382e1223a8bb34a99a4,748,7242   2162088
950619,f3291e5f53f5f489702e53a0985952de,680,7241    950619
8988649,b1a6649c982b9aed0832c74e904cd313,185,7240   8988649
2164407,7d0bd6a4f1075c85a0b9c88b2099a916,1564,724    2164407
91648,913981d4aee623f0cdabfcdba705ad2f,136,7239     91648
12321159,bf0c5236f193e4a46ff64907f70f819f,5,7238  12321159
4323447,4bb7fff799b51cd0d31193993b3ea0fc,883,7237   4323447
8095264,76bc2fe2202f4ea3b9262c5719e61046,288,7236   8095264
12401823,4915b5bc2a3eff58e0ba6372af6351ee,1462,7235  12401823
8622109,b8d8f7994100f460d2d17b3d7c02efa9,680,7234   8622109
12410487,4915b5bc2a3eff58e0ba6372af6351ee,367,7233  12410487
57236,e93dbbb4655bffe971477c459d325f8d,497,7232     57236
6901843,e45688a6ad1686224582539c724dca36,30,7231   6901843
10802922,0147cd7da2a4ffbf27ba8aaf1ed6fef0,1734,7230  10802922
6065605,5d256e1e7b238755dc83e0476c608d9e,631,723    6065605
474724,7bc33f0d920c7dca4109f878bc0bd9b0,254,7229    474724
7350,cfabcfff699de93c25d208d0dfece400,1562,7228      7350
9876725,14a6c1f253f213b027f9f5487dc68982,1508,7227   9876725
12400524,4915b5bc2a3eff58e0ba6372af6351ee,708,7226  12400524
3335444,1bfc1d20007c3bfb1c2fe6b047a580a0,953,7225   3335444
10409970,04a0b87e258df2a32aa2c77c2c945525,1264,7224  10409970
14355768,1295298137e6ab1df2677fb124db8b6a,1694,7223  14355768
416163,a84ff87b9ff98942d0bc34d95967e1ad,994,7222    416163
2266902,2c8e85ad291033848f76c68a08a6302e,847,7221   2266902
13908009,4915b5bc2a3eff58e0ba6372af6351ee,5,7220  13908009
6032836,0b7fc5e0ba5e08a6945e0592f62455c6,737,722    6032836
13783812,a6e5bd9f1cb137dbaf8b0be9aace98ec,547,7219  13783812
11201535,a90d935a55e047fe272091180298ff5e,1649,7218  11201535
976744,099263e86c8a2a756054f5deac5e033a,135,7217    976744
1879974,e45688a6ad1686224582539c724dca36,385,7216   1879974
3269885,9b45a51c47aedda13f77d593cee82912,1313,7215   3269885
12347169,97d426338959b207eaf89bd60ecb647b,658,7214  12347169
5212604,ccb013d24d04d34332e6cd66a8a0bea4,592,7213   5212604
12412125,4915b5bc2a3eff58e0ba6372af6351ee,58,7212  12412125
13938903,4d5c2ed4c40a46c7fed45a3d6bb94f56,1538,7211  13938903
14665317,1bfc1d20007c3bfb1c2fe6b047a580a0,548,7210  14665317
14359425,1295298137e6ab1df2677fb124db8b6a,680,721   14359425
12586392,c0187bf91dbb1ea4021bdf89b8f1be24,417,7209  12586392
300613,8ef54ac71a07d781ec88a49329afdb15,913,7208    300613
698535,2d6bc4ce5a8f2097f7eba23c1cb9aea3,737,7207    698535
7869193,4bbf13036799e264c6b5c7f98ca8a701,5,7206   7869193
13063758,0bac69180caf822cdcfb3e62c6463eb8,854,7205  13063758
758881,341f3e9d291ddc92b3afae8c354b065a,158,7204    758881
217597,6b47132cca4c9303cbf6ec5cf9157a9c,643,7203    217597
4793549,390cf2ea3e1b7e9f84431e602a5c6f9d,778,7202   4793549
2601827,fc2282541e813df74f76177fc2eb8801,5,7201   2601827
1825774,fdba112b8ccde367d9e64deab15a5886,28,7200   1825774
13515,7a025e77d20749d79936b09c81b79743,543,720      13515
13336455,ca130a901b7004b6e699b418c3fcfab8,170,72    13336455
46138,e25ae0f467f6d55a768c632fa0234ca6,965,7199     46138
9540020,af3e6c8aea12dc77f18da3aed3c7f868,5,7198   9540020
580072,87dd928ded6b723fa9f8e442c7fe3444,1493,7197    580072
572569,0ac150f0d35683fb039240e6588ac9bc,808,7196    572569
526312,b0d86da2d5b3aa15b61df214489f7c12,588,7195    526312
215155,d475d1d824c1aa577fa2195e3d84ee73,1632,7194    215155
524107,ba010c082555719d27427daaeaa0c632,914,7193    524107
13720764,4d5c2ed4c40a46c7fed45a3d6bb94f56,1677,7192  13720764
7876060,4bbf13036799e264c6b5c7f98ca8a701,5,7191   7876060
1299934,457302d5baf5733c19bc150ec3ebda39,562,7190   1299934
5932930,538f8fb0d71ab5546cf02533aff37bad,680,719    5932930
753862,bdcd25b8b703ba0e72ae90291add0468,962,7189    753862
10782495,bcf90546340dc44f704d265d462900b8,1314,7188  10782495
223592,28fc0e691f7cc8290395c65d012881f9,223,7187    223592
3996265,e45688a6ad1686224582539c724dca36,1264,7186   3996265
8053033,7a74c65d9d9f1fd5438c727dae078392,189,7185   8053033
7530862,8eb0ce0cacb3d305d082ca80f2ef22d0,288,7184   7530862
488770,282e049c181e73b72b5c150975673952,1392,7183    488770
8254082,0fccb7e4f957063605681c5f5d0c94c9,1677,7182   8254082
5577010,fdba112b8ccde367d9e64deab15a5886,1314,7181   5577010
549921,2d11ce9a2b387964edc4b6a85f40d36f,578,7180    549921
